seed,adapt_regime,probe_id,input_overlap,hidden_overlap,collapse_step,collapsed
5100,A10,41,0.9421167969703674,0.9687060117721558,50,1
5100,A10,42,-0.27001968026161194,0.5439640879631042,301,0
5100,A10,43,0.20033101737499237,0.6483904719352722,301,0
5100,A10,44,0.5390492081642151,0.7206469774246216,60,1
5100,A10,45,0.3376407027244568,0.7371314167976379,80,1
5100,A10,46,0.3783669173717499,0.7700571417808533,60,1
5100,A10,47,0.6688261032104492,0.8413927555084229,60,1
5100,A10,48,0.9628548622131348,0.9192149043083191,60,1
5100,A11,2,0.42585834860801697,0.7598112225532532,5,1
5100,A11,3,-0.09599127620458603,0.6113559603691101,100,1
5100,A11,4,-0.5724534392356873,0.43244826793670654,301,0
5100,A11,5,-0.47670185565948486,0.4073473811149597,301,0
5100,A11,6,-0.7717175483703613,0.32063722610473633,301,0
5100,A11,10,-0.09599127620458603,0.6270273327827454,301,0
5100,A11,11,-0.6156492233276367,0.41530901193618774,301,0
5100,A11,12,-0.7717175483703613,0.3416442573070526,301,0
5100,A11,13,-0.977157473564148,0.3095197081565857,301,0
5100,A11,17,-0.09599127620458603,0.6315748691558838,301,0
5100,A11,18,-0.7717175483703613,0.3593843877315521,301,0
5100,A11,19,-0.9085530042648315,0.3973889648914337,301,0
5100,A11,20,-0.9475191235542297,0.3877005875110626,301,0
5100,A11,25,-0.8478280901908875,0.4293164014816284,301,0
5100,A11,26,-0.8483942747116089,0.3973901867866516,301,0
5100,A11,27,-0.8207212686538696,0.410382479429245,301,0
5100,A11,28,0.9882477521896362,0.9928876757621765,5,1
5100,A11,29,0.9893203973770142,0.9924536943435669,15,1
5100,A11,30,0.7717175483703613,0.8808797001838684,40,1
5100,A11,31,0.2801703214645386,0.7190658450126648,80,1
5100,A11,32,-0.6359654664993286,0.4861070215702057,301,0
5100,A11,33,-0.9123438596725464,0.4024503529071808,301,0
5100,A11,34,-0.9581396579742432,0.374470591545105,301,0
5100,A11,35,0.977157473564148,0.982063353061676,25,1
5100,A11,36,0.7717175483703613,0.880852222442627,50,1
5100,A11,37,0.3321262300014496,0.7521341443061829,80,1
5100,A11,38,0.21310009062290192,0.6931498050689697,301,0
5100,A11,39,0.0020114160142838955,0.6246570944786072,301,0
5100,A11,40,-0.6359654664993286,0.4775571823120117,301,0
5100,A11,41,-0.9647731781005859,0.3838965892791748,301,0
5100,A11,42,0.7717175483703613,0.8782711625099182,50,1
5100,A11,43,0.3953310549259186,0.7773340940475464,150,1
5100,A11,44,0.038806382566690445,0.6836167573928833,301,0
5100,A11,45,0.26066863536834717,0.694425106048584,301,0
5100,A11,46,0.21831993758678436,0.6564228534698486,301,0
5100,A11,47,-0.12418313324451447,0.581179141998291,301,0
5100,A11,48,-0.6359654664993286,0.4665239453315735,301,0
5100,A12,2,-0.7923598289489746,0.45110031962394714,5,1
5100,A12,3,-0.3696366548538208,0.5821948647499084,35,1
5100,A12,4,0.1343303918838501,0.6669683456420898,60,1
